Year,PoliticalParty,Category,Number,Plan
2015,PP Madrid,Una juventud preparada,300,"Impulsaremos programas lanzadera para que expertos cualificados tutelen y conduzcan a jóvenes emprendedores en el desarrollo satisfactorio de su proyecto empresarial, incluyendo propuestas formativas que complementen las capacidades necesarias para afrontar la actividad emprendedora, para lograr una buena consolidación de su proyecto empresarial."
2015,PP Madrid,Una juventud preparada,301,"Crearemos un portal web para jóvenes emprendedores que sirva de puesta en común de sus intereses y de promoción de los servicios que ofrecen, favoreciendo así la creación de sinergias entre jóvenes emprendedores."
2015,PP Madrid,Un país solidario e integrador,302,"Promoveremos una efectiva integración de las personas inmigrantes, impulsando políticas basadas en el respeto por los valores constitucionales."
2015,PP Madrid,Un país solidario e integrador,303,"Fomentaremos un aprendizaje continuado de nuestra lengua y las lenguas co-oficiales, nuestra cultura, nuestra historia y nuestras instituciones españolas y comunitarias."
2015,PP Madrid,Un país solidario e integrador,304,"Favoreceremos la empleabilidad de las personas inmigrantes como un elemento fundamental en su proceso de integración. En coordinación con el Servicio Público de Empleo, impulsaremos el acceso normalizado de los extranjeros a las políticas activas de empleo llevadas a cabo por las comunidades autónomas."
2015,PP Madrid,Un país solidario e integrador,305,Impulsaremos políticas dirigidas a evitar el abandono temprano de la escuela dentro de la población inmigrante. Estableceremos programas de apoyo y formación en las escuelas para detectar incidentes racistas o xenófobos o de discriminación. Prestaremos especial atención a las segundas generaciones.
2015,PP Madrid,Un país solidario e integrador,306,Desarrollaremos e implantaremos el protocolo marco de menores no acompañados en los respectivos ámbitos territoriales autonómicos.
2015,PP Madrid,Un país solidario e integrador,307,"Apoyaremos el trabajo de las comunidades autónomas en materia de integración, a través de los Fondos Europeos de Asilo, Migración e Integración, como administraciones responsable de las competencias de integración."
2015,PP Madrid,Un país solidario e integrador,308,"Seguiremos apoyando los proyectos que realizan las asociaciones de inmigrantes y ONG para favorecer la acogida e integración de inmigrantes, y favoreceremos su participación en la sociedad."
2015,PP Madrid,Un país solidario e integrador,309,Vincularemos nuestra política migratoria a la política de cooperación y de ayuda al desarrollo.
2015,PP Madrid,Un país solidario e integrador,310,"En coordinación con el Instituto Cervantes y las comunidades autónomas, potenciaremos vías de actuación para fomentar el aprendizaje del español como herramienta fundamental para integrarse en la sociedad de acogida."
2015,PP Madrid,Un país solidario e integrador,311,Potenciaremos las medidas para dar una mayor visibilidad y sensibilización hacia todas las formas de violencia ejercidas contra las mujeres inmigrantes.
2015,PP Madrid,Un país solidario e integrador,312,"Apoyaremos programas educativos extracurriculares dirigidos a facilitar la integración de los niños de origen extranjero en el ámbito de la escuela y en el entorno más inmediato del barrio, especialmente en aquellos con una presencia significativa de la población inmigrante."
2015,PP Madrid,Un país solidario e integrador,313,"Garantizaremos que los menores, cuando alcancen la mayoría de edad, vean renovada la documentación legal requerida para trabajar y residir, con objeto de evitar su exposición a situaciones de irregularidad o de vulnerabilidad."
2015,PP Madrid,"Un deporte sano, limpio y de éxito",314,Defenderemos la salud del deportista como elemento clave de una política de promoción del deporte exitosa y socialmente responsable. Maximizaremos el control sobre toda práctica que suponga una violación de la normativa internacional en materia de dopaje.
2015,PP Madrid,"Un deporte sano, limpio y de éxito",315,Impulsaremos el desarrollo del deporte escolar y la práctica deportiva extraescolar.
2015,PP Madrid,"Un deporte sano, limpio y de éxito",316,Apoyaremos a todos los campeonatos deportivos universitarios como medio para la promoción de hábitos de vida saludable y de valores éticos.
2015,PP Madrid,"Un deporte sano, limpio y de éxito",317,"Adoptaremos las medidas necesarias para prevenir y castigar todos los tipos de violencia que ocurren en torno los acontecimientos deportivos, tanto la física como la simbólica, desde el deporte de base hasta las competiciones de alto nivel. Promoveremos un gran acuerdo en el mundo del deporte para desterrar a las organizaciones violentas.."
2015,PP Madrid,"Un deporte sano, limpio y de éxito",318,Mantendremos nuestro compromiso con los deportistas olímpicos y paralímpicos mediante el Programa de Becas para deportistas Olímpicos y Paralímpicos. Apoyaremos a las federaciones deportivas como medio para que se pueda desarrollar la práctica profesional del deporte en nuestro país.
2015,PP Madrid,"Un deporte sano, limpio y de éxito",319,Impulsaremos programas conjuntos entre las universidades y las federaciones autonómicas para la coordinación y mejora de los recursos destinados a los deportistas de élite a lo largo de su etapa de formación en las universidades de España.
2015,PP Madrid,"Un deporte sano, limpio y de éxito",320,"Promoveremos la aparición de la figura del tutor académico, como responsable de guiar al deportista y mediar para que pueda compaginar su actividad deportiva con los estudios."
2015,PP Madrid,"Un deporte sano, limpio y de éxito",321,"Apoyaremos el establecimiento de un calendario de competiciones racional, que permita la implicación de los deportistas en las actividades y competiciones universitarias."
2015,PP Madrid,"Un deporte sano, limpio y de éxito",322,"Reforzaremos nuestro apoyo al tejido deportivo. Daremos un nuevo impulso al deporte de base, que cumple una incuestionable función social y educativa, ofreciendo una alternativa de ocio de incuestionable calidad, y una escuela de valores de vida."
2015,PP Madrid,"Un deporte sano, limpio y de éxito",323,"Fomentaremos la promoción de la actividad física más allá de la práctica deportiva competitiva, como hábito de vida y herramienta de salud y bienestar, a través de programas específicos."
2015,PP Madrid,"Un deporte sano, limpio y de éxito",324,"Promoveremos una política de subvenciones transparente, equitativa, proporcionada y ágil."
2015,PP Madrid,"Un deporte sano, limpio y de éxito",325,Apoyaremos los patrocinios deportivos y lideraremos desde la administración la negociación de seguros y transporte para conseguir las mejores condiciones.
2015,PP Madrid,"Un deporte sano, limpio y de éxito",326,"Exigiremos un grado de formación adecuado y suficiente a todas las personas que se dedican a la dirección y supervisión de la práctica deportiva y a la actividad física en general, en todos sus niveles."
2015,PP Madrid,"Un deporte sano, limpio y de éxito",327,Seguiremos mejorando en la distribución del tiempo lectivo y adecuación del mismo para contribuir a mejorar tanto el rendimiento en lo educativo como en lo deportivo.
2015,PP Madrid,"Un deporte sano, limpio y de éxito",328,"Apoyaremos el voluntariado deportivo entre los jóvenes, como inspirador de solidaridad, cooperación, trabajo en equipo y fomento de los hábitos saludables."
2015,PP Madrid,Una justicia más ágil y adaptada a los tiempos,329,"Impulsaremos la transformación de la Administración de la Justicia mediante la interconexión de los sistemas de gestión procesal que funcionan en las distintas comunidades autónomas, y ofreceremos la posibilidad de que estas puedan aprovechar el trabajo ya desarrollado por la Administración General del Estado."
2015,PP Madrid,Una justicia más ágil y adaptada a los tiempos,330,Racionalizaremos las cargas de trabajo de los órganos judiciales mediante criterios flexibles de reparto de asuntos.
2015,PP Madrid,Una justicia más ágil y adaptada a los tiempos,331,"Potenciaremos Lexnet, como sistema multiplataforma de intercambio seguro de información entre los órganos judiciales y diversos operadores jurídicos, de manera que puedan incorporarse a él colectivos como los letrados de las administraciones locales o los cuerpos de policía para el envío de atestados."
2015,PP Madrid,Una justicia más ágil y adaptada a los tiempos,332,"Impulsaremos una evolución general de la Administración de Justicia dentro del ámbito de las tecnologías de la información y la comunicación, avanzando hacia la implantación del expediente electrónico, y haciendo así más sencilla la relación del ciudadano y los operadores jurídicos con los juzgados y tribunales."
2015,PP Madrid,Una justicia más ágil y adaptada a los tiempos,333,Mantendremos la estructura actual del modelo judicial en lo que se refiere a la actual demarcación judicial. Llevaremos a cabo todas aquellas mejoras que sean necesarias para que ésta funcione de forma eficaz en cuanto a su tiempo de respuesta a los ciudadanos.
